image_path,text
dataset/images\camisetas (226).png,Camiseta tipo deportiva delantera y posterior de color negro mangas largas de color negro una manga sublimada con un dragon de color blanco puños de color negro cuello redondo de color negro sin ningun logo
dataset/images\camisetas (227).png,Camiseta tipo deportiva delantera y posterior sublimadas de color negro con naranja mangas cortas sublimadas puños sublimadas cuello redondo de color negro con punta naranja logo pequeño en el pecho izquierdo
dataset/images\camisetas (228).png,Camiseta tipo deportiva delantera y posterior de color blanco con laterales de color azul marino y amarillo mangas largas de color blanco hasta el codo y del codo para abajo de color azul marino puños de azul marino  cuello militar de color azul marino con cierre de color blanco logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (229).png,Camiseta tipo deportiva delantera y posterior de color rgb(0 191 235) mangas largas de color negro puños de color negro cuello redondo de color rgb(0 191 235) logo pequeño en el pecho derecho
dataset/images\camisetas (230).png,Camiseta tipo deportiva delantera y posterior de color blanco mangas largas de color blanco puños de color blanco cuello redondo color blanco logo pequeño en el centro del pecho
dataset/images\camisetas (231).png,Camiseta tipo deportiva delantera y posterior de color negro mangas largas de color negro puños de color gris cuello redondo de negro sin ningun logo
dataset/images\camisetas (232).png,Camiseta tipo deportiva delantera y posterior de color negro y celeste divididos a la mitad de forma horizontal mangas largas de color negro y celeste puños de color negro cuello redondo de color negro sin ningun logo
dataset/images\camisetas (233).png,Camiseta tipo deportiva delantera y posterior sublimados de color negro con degradado de color blanco hacia debajo mangas largas de color negro puños de color negro cuello redondo de negro sin ningun logo
dataset/images\camisetas (234).png,Camiseta tipo deportiva delantera y posterior de color blanco mangas largas de color blanco puños de color blanco cuello redondo de blanco logo pequeño en el pecho izquierdo
dataset/images\camisetas (235).png,Camiseta tipo polo delantera y posterior sublimadas de color negro y  rgb(1 109 119) divididas en diagonal mangas cortas sublimadas puños sublimadas cuello redondo de color blanco sin botones logo pequeño en el centro del pecho
dataset/images\camisetas (236).png,Camiseta tipo polo delantera y posterior de color azul marino con rayas laterales de color celeste mangas largas de color azul marino puños de color azul marino cuello militar con cierre de color azul marino logo pequeño en el pecho derecho
dataset/images\camisetas (237).png,Camiseta tipo deportiva delantera y posterior de color rgb(92 154 195) mangas cortas de color rgb(92 154 195) puños de color rgb(92 154 195) cuello redondo de color rgb(92 154 195) logo pequeño en el centro del pecho
dataset/images\camisetas (238).png,Camiseta tipo deportiva delantera y posterior de color blanco mangas largas de color blanco puños de color blanco cuello redondo color blanco logo pequeño en el centro del pecho
dataset/images\camisetas (239).png,Camiseta tipo deportiva delantera y posterior de color negro mangas largas de color negro puños de color negro cuello redondo de negro sin ningun logo
dataset/images\camisetas (240).png,Camiseta tipo deportiva delantera y posterior de color negro mangas largas de color negro puños de color gris cuello redondo de negro logo grande en vertical en el centro del pecho
dataset/images\camisetas (241).png,Camiseta tipo deportiva delantera y posterior sublimada de color blanco con rayas delgadas y gruesas desde la cintura hacia el pecho de color negro mangas cortas de color blanco puños de color negro cuello redondo de color negro con punnta blanca logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (242).png,Camiseta tipo deportiva delantera y posterior sublimada de color blanco con rayas delgadas y gruesas desde la cintura hacia el pecho de color negro mangas cortas de color blanco puños de color negro cuello redondo de color negro con punnta blanca logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (243).png,Camiseta tipo deportiva delantera y posterior sublimada de color blanco con rayas delgadas y gruesas desde la cintura hacia el pecho de color negro mangas cortas de color blanco puños de color negro cuello redondo de color negro con punnta blanca logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (244).png,Camiseta tipo deportiva delantera y posterior de color negro mangas largas de color negro puños de color negro cuello redondo de negro sin ningun logo
dataset/images\camisetas (245).png,Camiseta tipo deportiva delantera y posterior sublimadas de color azul marino con degradado en forma de olas de color rgb(4 120 217) mangas largas sublimadas puños de sublimadas cuello redondo sublimado logo pequeño en el pecho izquierdo
dataset/images\camisetas (246).png,Camiseta tipo deportiva delantera y posterior de color negro mangas largas de color negro con una raya horizontal morada puños de color negro cuello militar de color negro logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (247).png,Camiseta tipo deportiva delantera y posterior sublimadas de color rojo con naranja  teniendo rayas horozontales en todo mangas largas sublimadas puños de color blanco cuello redondo de color blanco logo grande en el centro del pecho
dataset/images\camisetas (248).png,Camiseta tipo deportiva delantera y posterior sublimadas de color auzl marino y celeste con rayas diagonales mangas largas de color azul marino con logos verticales puños de color celeste cuello redondo de color eleste logo grande en diagonal en el centro del pecho
dataset/images\camisetas (249).png,Camiseta tipo deportiva delantera y posterior sublimadas de color blanco gris y negro con degradado de abajo hacia arriba mangas largas sublimadas puños de color negro cuello redondo de color blanco sin ningun logo
dataset/images\camisetas (250).png,Camiseta tipo deportiva delantera y posterior sublimadas de color negro y rojo mangas largas sublimadas puños de color negro cuello redondo de color negrosin ningun logo
dataset/images\camisetas (251).png,Camiseta tipo deportiva delantera y posterior sublimada de color blanco con zaul marino apartir del lado derecho mangas largas sublimadas puños sublimados cuello redondo de color blanco logo pequeño en el pecho izquierdo y logo  mediano vertical en la parte inferior derecha de la cintura
dataset/images\camisetas (252).png,Camiseta tipo deportiva delantera y posterior sublimadas de color gris degradado hacia el negro con rayas por todo el cuerpo mangas largas sublimadas puños de color rojo cuello redondo de color rojo logo mediano en el pecho derecho
dataset/images\camisetas (253).png,Camiseta tipo deportiva delantera y posterior sublimadas de color blanco con dos rayas horizontales una de color rojo y otra de color negr mangas largas sublimadas puños de sublimadas cuello redondo de color rojo logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (254).png,No es una camiseta
dataset/images\camisetas (255).png,Camiseta tipo deportiva delantera y posterior de color negro mangas largas de color negro puños de color gris cuello militar con cierre de color negro logo pequeño en el pecho izquierdo y derecho logo grande centro del pecho
dataset/images\camisetas (256).png,Camiseta tipo deportiva delantera y posterior de color blanco con lateral de lineas verticales moradas y negras mangas largas de color negro con 3 rayas de color morado hast ael hombro puños de color negro cuello ilitar con cierre de color blanco logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (257).png,Camiseta tipo deportiva delantera y posterior de color negro con laterales de una linea de color blanco mangas largas de color negro con una raya de color blanco puños de color negro cuello militar con cierre de color negro logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (258).png,Camiseta tipo deportiva delantera y posterior de color negro mangas largas de color negro con una raya horizontal de color rosa puños de color negro cuello militar con cierre de color negro logo pequeño en el pecho izquierdo y derecho logo en el centro del pecho
dataset/images\camisetas (259).png,Camiseta tipo deportiva delantera y posterior de color negro mangas largas de color negro con varias rayas sublimadas de color gris puños dobles de color negro cuello redondo de color negro logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (260).png,Camiseta tipo deportiva delantera y posterior de color negro mangas largas de color negro con varias rayas sublimadas de color gris puños dobles de color negro cuello redondo de color negro logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (261).png,Camiseta tipo deportiva delantera y posterior de color negro mangas largas de color negro puños  de color negro cuello redondo de color negro logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (262).png,Camiseta tipo deportiva delantera y posterior de color gris mangas largas de color gris puños de color gris cuello redondo de color gris logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (263).png,Camiseta tipo deportiva delantera y posterior de color negro y axilia de color morado mangas largas de color negro con 3 rayas de color blanco hasta los codos puños de color negro cuello militar con cierre de color negro logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (264).png,Camiseta tipo deportiva delantera y posterior de color blanco y laterales de color negro con morado mangas largas de color negro con 3 rayas en los hombros de color morado puños de color negro cuello militar con cierre de color blanco logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (265).png,Camiseta tipo deportiva delantera y posterior de color morado con laterales de color negro mangas largas de color negro puños de color negro cuello militar con cierre de color morado logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (266).png,Camiseta tipo deportiva delantera y posterior de color blanco y laterales de color negro con morado mangas largas de color negro con 3 rayas en los hombros de color morado puños de color negro cuello militar con cierre de color blanco logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (267).png,Camiseta tipo deportiva delantera y posterior de color blanco y laterales de color negro  mangas largas de color balnco con 3 rayas en los hombros de color negro puños de color negro cuello militar con cierre de color blanco logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (268).png,Camiseta tipo deportiva delantera y posterior de color negro y laterales de color blanco mangas largas de color negro con 1 raya de color blanco puños de color negro cuello militar con cierre de color negro logo pequeño en el pecho  derecho
dataset/images\camisetas (269).png,Camiseta tipo deportiva delantera y posterior de color blanco  mangas largas de color blanco con 3 rayas en los hombros de color negro puños de color negro cuello militar con cierre de color blanco logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (270).png,Camiseta tipo deportiva delantera y posterior de color blanco  mangas largas de color blanco con 3 rayas de color negro puños de color blanco cuello redondo de color dorado logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (271).png,Camiseta tipo deportiva delantera y posterior de color negro  mangas largas de color rgb(49 72 70) con una raya de color dorado puños de color negro cuello ilitar con cierre  de color negro logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (272).png,Camiseta tipo deportiva delantera y posterior de color morado  mangas cortas de color morado puños de color negro conm rayas de color rosado en los hombros cuello redondo de color negro logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (273).png,Camiseta tipo deportiva delantera y posterior de color negro  mangas cortas de color negro puños de color negro cuello redondo de color negro logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (274).png,Camiseta tipo deportiva delantera y posterior sublimadas de color negro gris y naranja con froma de truenos  mangas cortas de color negro puños de color negro cuello redondo de color negro logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (275).png,Camiseta tipo deportiva delantera y posterior sublimadas de color negro y celeste con froma de lineas onduladas  mangas cortas de color negro puños de color celeste cuello redondo de color negro logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (276).png,Camiseta tipo deportiva delantera y posterior de color negro  mangas largas de color negro puños de color negro cuello redondo de color gris con cierre logo pequeño en el pecho izquierdo
dataset/images\camisetas (277).png,Camiseta tipo deportiva delantera y posterior de color negro  mangas largas de color negro con una linea blanca puños de color negro cuello redondo de color gris logo pequeño en el pecho izquierdo y derecho logo grande en el centro del peccho
dataset/images\camisetas (278).png,Camiseta tipo deportiva delantera y posterior sublimados de color negro y gris en fonrma de rayas de cualquier lado  mangas largas sublimadas puños sublimadas cuello en forma de V sublimado logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (279).png,Camiseta tipo deportiva delantera y posterior sublimados de color blanco con rayas rojas desde los laterales  mangas cortas  sublimadas puños sublimadas cuello en forma de V de color blanco logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (280).png,Camiseta tipo deportiva delantera y posterior sublimados de color blanco con rayas rosadas desde los laterales  mangas cortas  sublimadas puños sublimadas cuello en forma de V de color blanco logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (281).png,Camiseta tipo deportiva delantera y posterior sublimados de color blanco celeste y gris con forma de manchas en aerosal  mangas cortas  sublimadas puños sublimadas cuello redondo sublimado sin ningun logo
dataset/images\camisetas (282).png,Camiseta tipo deportiva delantera y posterior sublimados de color blanco  mangas largas  de color blanco puños de color blanco cuello redondo de color blanco
dataset/images\camisetas (283).png,Camiseta tipo deportiva delantera y posterior  de color rgb(110 123 157)  mangas cortas  de color rgb(110 123 157) puños de color rgb(110 123 157) cuello redondo de color rgb(110 123 157) sin ningun logo
dataset/images\camisetas (284).png,Camiseta tipo deportiva delantera y posterior sublimados de color naranja  mangas cortas  color naranja puños color negro cuello redondo color negro y naranja logo mediano en el centro del pecho
dataset/images\camisetas (285).png,Camiseta tipo deportiva delantera y posterior  de color blanco  mangas cortas  color blanco puños color azul marino cuello redondo color azul marino logo pequeño en el pecho izquierdo
dataset/images\camisetas (286).png,Camiseta tipo deportiva delantera y posterior sublimadas de color negro con naranja con distintas rayas en la delantera  mangas sublimadas puños color naranja cuello redondo color negro logo pequeño en el pecho derecho
dataset/images\camisetas (287).png,Camiseta tipo deportiva delantera y posterior sublimadas de color morado y en centro del pecho varias lineas horizontales de varios colores  mangas cortas  de color morado puños de color morado cuello redondo color morado logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (288).png,Camiseta tipo deportiva delantera y posterior  de color negro  mangas cortas  color negro puños color negro cuello redondo color negro logo pequeño en el centro del pecho
dataset/images\camisetas (289).png,Camiseta tipo deportiva delantera y posterior  de color rojo  mangas cortas  color rojo puños color rojo cuello redondo color rojo logo pequeño en el pecho derecho
dataset/images\camisetas (290).png,Camiseta tipo deportiva delantera y posterior sublimada de color blanco con rayas delgadas y gruesas desde la cintura hacia el pecho de color negro mangas cortas de color blanco puños de color negro cuello redondo de color negro con punnta blanca logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (291).png,Camiseta tipo deportiva delantera y posterior de color negro mangas cortas de color negro puños de color negro cuello redondo de color negro logo pequeño en el pecho izquierdo
dataset/images\camisetas (292).png,Camiseta tipo deportiva delantera y posterior sublimada de color negro con puntos rojos desde la derecha mangas cortas sublimadas puños sublimados cuello redondo de color negro logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (293).png,Camiseta tipo deportiva delantera y posterior sublimada de color negro con puntos rojos desde la derecha mangas cortas sublimadas puños sublimados cuello redondo de color negro logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (294).png,Camiseta tipo deportiva delantera y posterior sublimada de color blanco celeste y negro con rayas en la parte de la mitad mangas cortas celeste puños blancos cuello redondo de color celeste logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (295).png,Camiseta tipo deportiva delantera y posterior sublimada de color blanco con rojo con ryas en los laterales mangas cortas sublimadas puños sublimados cuello redondo de color rojo logo grande en el centro del pecho
dataset/images\camisetas (296).png,Camiseta tipo deportiva delantera y posterior sublimada de color negro amarillo y gris con forma de rayas y puntos mangas cortas sublimadas puños de color amarillo cuello redondo de color negro sin ningun logo
dataset/images\camisetas (297).png,Camiseta tipo deportiva delantera y posterior sublimada de color blaco negro y naranja con ryas gruesas diagonales hacie el pecho izquierdo mangas largas sublimadas puños sublimados cuello redondo de color negro logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (298).png,Camiseta tipo deportiva delantera y posterior sublimada de color rojo con naranja con forma de lineas en circuito mangas cortas sublimadas puños de color naranja cuello redondo de color naranja logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (299).png,Camiseta tipo deportiva delantera y posterior de color azul marino con linea roja en los hombros mangas cortas de color azul marino puños de color azul marino cuello redondo de color azul marino logo grande en el centro del pecho
dataset/images\camisetas (300).png,Camiseta tipo deportiva delantera y posterior de color blanc mangas cortas de color blanco puños de color negro cuello redondo de color negro logo pequeño en el pecho izquierdo
dataset/images\camisetas (301).png,Camiseta tipo deportiva delantera y posterior de color amarillo mangas cortas de color amarillo puños de color gris cuello redondo de color gris sin ningun logo
dataset/images\camisetas (302).png,Camiseta tipo deportiva delantera y posterior de color blanco mangas cortas de color blanco puños de color blanco cuello redondo de color blanco logo pequeño en el pecho izquierdo
dataset/images\camisetas (303).png,Camiseta tipo deportiva delantera y posterior sublimada de color negro y rojo con rayas en forma de escamas de dragon mangas cortas sublimadas puños de color negro cuello redondo de color negro sin ningun logo
dataset/images\camisetas (304).png,Camiseta tipo deportiva delantera y posterior sublimada de color negro con degradado gris hacia debajo mangas cortas de color negro puños de color negro cuello redondo de color negro logo pequeño en el pecho izquierdo
dataset/images\camisetas (305).png,Camiseta tipo deportiva delantera y posterior sublimada de color negro con degradado hacia debajo de color amarillo mangas cortas de color negro puños de color negro cuello redondo de color negro logo pequeño en el pecho izquierdo
dataset/images\camisetas (306).png,Camiseta tipo deportiva delantera y posterior sublimada de color negro con degradado hacia debajo de color vinotinto mangas cortas de color negro puños de color negro cuello redondo de color negro logo pequeño en el pecho izquierdo
dataset/images\camisetas (307).png,Camiseta tipo deportiva delantera y posterior sublimada de color rojo azul y pequeñas rayas blancas mangas cortas de color rojo puños de color rojo cuello redondo de color azul con punta roja sin ningun logo
dataset/images\camisetas (308).png,Camiseta tipo deportiva delantera y posterior sublimada de color azul y celeste mangas cortas sublimadas puños  sublimados  cuello redondo sublimados logo pequeño en el pecho derecho
dataset/images\camisetas (309).png,Camiseta tipo deportiva delantera y posterior sublimada de color rojo con forma de puntos gaming en la parte de abajo no tiene mangas cuello redondo de color blanco  logo grande en el centro del pecho
dataset/images\camisetas (310).png,Camiseta tipo deportiva delantera y posterior de color blanco mangas cortas de color blanco puños de color blanco cuello redondo de color blanco logo pequeño en el pecho izquierdo
dataset/images\camisetas (311).png,Camiseta tipo deportiva delantera y posterior de color negro mangas cortas de color negro puños de color negro cuello redondo de color negro sin nungun logo
dataset/images\camisetas (312).png,Camiseta tipo deportiva delantera y posterior sublimada de color gris blanco y naranja con rayas de truenos blanco ne la parte baja y dos lineas horizontales naranjas mangas cortas sublimadas puños de color blanco cuello redondo de color naranja logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (313).png,Camiseta tipo deportiva delantera y posterior sublimada de color rojo celeste con varias rayas apratir del pecho izquierdo de colo blanco y celeste mangas cortas sublimadas puños de color rojo cuello redondo de color negro logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (314).png,Camiseta tipo deportiva delantera y posterior sublimada de color azul y naranja con punta de flecha hacia abajo naranjas mangas cortas de color naranja puños de color azul cuello en forma de V de color blanco logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (315).png,Camiseta tipo deportiva delantera y posterior sublimada de color blanco con rayas delgadas y gruesas desde la cintura hacia el pecho de color negro mangas cortas de color blanco puños de color negro cuello redondo de color negro con punnta blanca logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (316).png,Camiseta tipo deportiva delantera y posterior sublimada de color azul marino con degradado hacia debahjo de celeste mangas cortas de color azul marino puños de color azul marino cuello redondo de color azul marino logo pequeño en el pecho izquierdo
dataset/images\camisetas (317).png,Camiseta tipo deportiva delantera y posterior sublimada de color blanco gris y negro con trinagulos degradados desde el pecho derecho mangas cortas sublimadas puños sublimados cuello redondo de color negro con punnta blanca logo pequeño en el pecho izquierdo
dataset/images\camisetas (318).png,Camiseta tipo deportiva delantera y posterior sublimada de color blanco azul y rojo con una ola diagonal de color azul mangas cortas una azul y otra roja puños de color azul y rojo cuello redondo de color azul marino logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (319).png,Camiseta tipo deportiva delantera y posterior sublimada de color verde con degradado de este mismo color y forma de rasgas mangas largas sublimadas puños sublimados cuello en forma de V de color negro logo grande en el centro del pecho
dataset/images\camisetas (320).png,Camiseta tipo deportiva delantera y posterior sublimada de color azul con rayas en hexagonos de color gris mangas cortas sublimadas puños sublimados cuello redondo de color azul logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (321).png,Camiseta tipo deportiva delantera y posterior sublimada de color amarillo gris y negro con rayas ondulas mangas cortas sublimadas puños sublimados cuello redondo sublimado logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (322).png,Camiseta tipo deportiva delantera y posterior sublimada de color negro rojo y blanco con un trueno en medio y rayas a los alrededroes mangas cortas de color negro puños de color blanco cuello redondo de color blanco logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (323).png,Camiseta tipo deportiva delantera y posterior sublimada de color celeste y negro con un tigre en el centro del pecho mangas cortas de color celeste puños de color negro cuello redondo de color negro logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (324).png,Camiseta tipo deportiva delantera y posterior sublimada de color negro con rayas cuadriculadas de color gris mangas cortas de color negro puños de color negro cuello redondo de color rojo logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (325).png,Camiseta tipo deportiva delantera y posterior sublimada de color blanco con celeste en la parte de los hombros mangas cortas de color celeste puños de color celeste cuello en forma de V de color negro  logo pequeño en el pecho derecho
dataset/images\camisetas (326).png,Camiseta tipo deportiva delantera y posterior sublimada de color azul marino con celeste y blanco teniendo rayas desdse el hombro izquierdo mangas cortas de color azul puños de color azul cuello redondo de color azul logo pequeño en el pecho derecho
dataset/images\camisetas (327).png,Camiseta tipo deportiva delantera y posterior sublimada de color rojo con pequeñas rayas de turenos amarillas y blancas mangas cortas sublimadas puños de dolor naranja cuello redondo de color naranja con punta roja logo grande en el centro del pecho
dataset/images\camisetas (328).png,Camiseta tipo deportiva delantera y posterior sublimada de color azul oscuro con rasgos de ointrua desde la parte inferior derecha de la citura de color rosado y blanco mangas cortas de color azul puños de color rosado cuello redondo de color azul logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (329).png,Camiseta tipo deportiva delantera y posterior sublimada de color azul oscuro con lineas degradadas de este color hacia abajo mangas cortasde color azul oscuro puños de color azul cuello redondo de color azul  con punta azul oscura logo grande en el centro del pecho
dataset/images\camisetas (330).png,Camiseta tipo deportiva delantera y posterior sublimada de color negro con rojo desde los hombros mangas cortas sublimadas puños de color negro cuello redondo de color negro con punta roja logo pequeño en el pecho izquierdo y derecho
dataset/images\camisetas (331).png,Camiseta tipo deportiva delantera y posterior de color negro mangas cortas de color negro con rayas de color amarillo puños de color negro cuello redondo de color negro sin ningun logo
dataset/images\camisetas (332).png,Camiseta tipo deportiva delantera y posterior de color negro mangas cortas de color negro puños de color negro cuello redondo de color negrologo grande en el centro del pecho
dataset/images\camisetas (333).png,Camiseta tipo deportiva delantera y posterior sublimada de color negro con celeste con rayas diagonales mangas cortas sublimadas puños de color negro cuello redondo de colornegro logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (334).png,Camiseta tipo deportiva delantera y posterior sublimada de color rgb(47 58 86) con triangulos en varios sitios mangas cortas sublimadas puños de color negro cuello redondo de color negro logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (335).png,Camiseta tipo deportiva delantera y posterior sublimada de color rgb(23 105 142) con olas en todo el cuerpo mangas cortas de color negro puños de color rgb(23 105 142) cuello redondo de color rgb(23 105 142) logo grande en el centro del pecho
dataset/images\camisetas (336).png,Camiseta tipo deportiva delantera y posterior sublimada de color morado con degradado y rayas diagonales de color azul y variaciones de morado mangas cortas sublimadas puños de color morado cuello redondo de color morado  con punta azul logo grande en el centro del pecho
dataset/images\camisetas (337).png,Camiseta tipo deportiva delantera y posterior sublimada de color azul con degradado hacia debajo de color celeste mangas cortas sublimadas puños de color morado cuello redondo de color morado  con punta azul logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (338).png,Camiseta tipo deportiva delantera y posterior sublimada de negro con lineas en diagonal de color rojo mangas cortas de color negro puños de color rojo cuello redondo de color negro  logo pequeño en el pecho izquierdo
dataset/images\camisetas (339).png,Camiseta tipo deportiva delantera y posterior sublimada de color gris con rayas de la cintura hacia arriba de color  celeste y blanco mangas cortas de color celeste puños de color celeste cuello redondo de color celeste  con punta gris logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (340).png,Camiseta tipo deportiva delantera y posterior sublimada de color azul marino con varias rayas verticales de color rojo mangas cortas de color azul marino puños de color azul marino cuello redondo de color azul marino  logo pequeño en el pecho izquierdo y derecho logo grande en el centro del pecho
dataset/images\camisetas (341).png,Camiseta tipo deportiva delantera y posterior de color azul claro mangas cortas  de color azul claro puños de color azul claro cuello redondo de color azul claro logo pequeño en el pecho izquierdo
dataset/images\camisetas (342).png,Camiseta tipo deportiva delantera y posterior sublimada de color morado con rayas de truenos degradados del mismo color mangas cortas sublimadas puños de color morado cuello en forma de V de color morado logo pequeño en el centro del pecho
dataset/images\camisetas (343).png,Camiseta tipo deportiva delantera y posterior sublimada de color rgb(207 89 80) mangas cortas decolor rgb(207 89 80) puños de color rgb(207 89 80) cuello redondo de color rgb(207 89 80) logo pequeño en el pecho izquierdo
dataset/images\camisetas (344).png,Camiseta tipo deportiva delantera y posterior sublimada de color negro mangas cortas decolor negro puños de color negro cuello redondo de color negro logo pequeño en el pecho izquierdo
dataset/images\camisetas (345).png,Camiseta tipo deportiva delantera y posterior sublimada de color negro blanco y naranja con varias rasgos en el pecho mangas cortas color negro puños de color negro cuello redondo de color negro logo grande en el centro del pecho
dataset/images\camisetas (346).png,Camiseta tipo deportiva delantera y posterior sublimada de color  morado rosado y azul con degradado mangas cortas sublimados puños sublimados cuello redondo de color rosado logo pequeño en el pecho derecho
dataset/images\camisetas (347).png,Camiseta tipo deportiva delantera y posterior sublimada de color blanco con degradado de color azul y celeste en diagonal mangas cortas de color azul puños de color azul cuello redondo de color azul sin ningun logo
dataset/images\camisetas (348).png,Camiseta tipo deportiva delantera y posterior sublimada de color azul marino y los hombros de color blanco mangas cortas azul y blanco con 3 rayas de color azul en los hombros puños de color azul cuello en forma de V de color blanco logo pequeño en el pecho derecho
dataset/images\camisetas (349).png,Camiseta tipo deportiva delantera y posterior sublimada de color blanco con varias rayas desde la parte inferior de la cintura dereha hacia el pecho de colores como narnaja rosado y morado mangas cortas de color naranja puños de color naranja cuello redondo de color blanco sin ningun logo
dataset/images\camisetas (350).png,Camiseta tipo deportiva delantera y posterior sublimada de color blanco con raya diagonal de color dorado y la otra mitad de color negro mangas cortas sublimadas puños de color dorado cuello en forma de V de color dorado sin ningun logo
dataset/images\camisetas (351).png,Camiseta tipo deportiva delantera y posterior sublimada de color blanco con celeste en la parte de los hombros y rayas delgadas hacia el pecho mangas cortas de color celeste puños de color blanco cuello redondo de color celeste logo pequeño en el pecho derecho
dataset/images\camisetas (352).png,Camiseta tipo polo delantera y posterior sublimada de color blanco con azul y celeste degradados desde el lado derecho  mangas cortas de color azul puños de color azul cuello redondo de color azul y botones de color blanco sin ningun logo
dataset/images\camisetas (353).png,Camiseta tipo deportiva delantera y posterior de color blanco con una raya horizontal de color azul y otra raya de color gris mangas largas de color blanco con las rayas azules y grises puños de color blanco cuello redondo de color blanco logo grande en el centro del pecho
dataset/images\chaquetas (001).png,Chompa tipo deportiva tela impermiable delantera y posterior de color mostaza y negro mangas de color mostaza y negro cierre de color negro dos bolsillos en la cintura de color negro cuello con capucha color mostaza logo pequeño en el pecho izquierdo
dataset/images\chaquetas (002).png,Buso tipo casual tela fleece algodón delantera y posterior de color azul marino mangas de color azul marino puños dobles sin cuello con capucha del mismo color cordones en la capucha de color blanco bolsillo canguro logo grande en el centro del pecho
dataset/images\chaquetas (003).png,Chompa tipo deportiva tela impermiable delantera y posterior de color naranja mangas de color naranja con una raya blanca puños dobles naranjas cuello militar sin capucha cierre naranja dos bolsillos en la cintura logo pequeño en el pecho izquierdo y derecho
dataset/images\chaquetas (004).png,Chompa tipo deportiva tela impermeable delantera y posterior de color negro mangas color negro con puños color gris cuello con capucha cierre negro dos bolsillos logo pequeño en el pecho izquierdo
dataset/images\chaquetas (005).png,Chompa tipo deportiva tela fleece algodón hombreras color verde delantera y posterior negras mangas color negro cuello con capucha cierre color negro dos bolsillos verdes sin ningún logo
